"user_name","user_birth_date","user_birth_city","seller","seller_address","transaction_amount","transaction_date"
"Maria Marazzi","1992-06-18","Melle","Canetta-Morlacchi Group","Vicolo Ennio, 21 26834, Corte Palasio (LO)","235,27","2022-10-23"
"Sig.ra Lauretta Gigli","1991-09-14","Pignataro Maggiore","Luria e figli","Incrocio Federico, 963 Appartamento 7 10045, Piossasco (TO)","77,72","2022-10-24"
"Vittorio Gentili","1992-04-27","Sommati","Tebaldi-Ughi e figli","Via Tamborini, 53 80047, Santa Maria La Scala (NA)","75,19","2022-10-23"
"Diana Maffei","1995-12-06","Peschici","Ramazzotti, Polani e Pozzecco e figli","Contrada Morena, 211 Appartamento 78 58014, Manciano (GR)","246,78","2022-11-02"
"Mario Acerbi","1987-11-15","Cava D'Aliga","Panicucci-Abbagnale e figli","Incrocio Arsenio, 6 Piano 8 30171, Mestre (VE)","209,80","2022-10-20"
"Mario Acerbi","1987-11-15","Cava D'Aliga","Puccini-Morabito SPA","Vicolo Boccioni, 27 Appartamento 5 63087, Comunanza (AP)","91,94","2022-11-05"
"Luciano Castiglione","1993-06-07","Baricella","Marazzi-Mondadori SPA","Vicolo Sollima, 6 Appartamento 11 20847, Albiate (MB)","88,99","2022-10-18"
"Vittorio Gentili","1992-04-27","Sommati","Leoncavallo-Fagotto Group","Viale Maspero, 24 Appartamento 5 34136, Trieste (TS)","249,31","2022-10-14"
"Marta Coppola","1984-03-04","Albese Con Cassano","Oscuro SPA","Incrocio Morandi, 3 Appartamento 84 76123, Andria (BT)","179,70","2022-10-16"
"Maria Marazzi","1992-06-18","Melle","Canetta-Morlacchi Group","Vicolo Ennio, 21 26834, Corte Palasio (LO)","231,65","2022-10-22"
"Maria Marazzi","1992-06-18","Melle","Roero Group","Strada Goldoni, 913 Piano 0 84039, San Marco Di Teggiano (SA)","87,87","2022-10-15"
"Vittorio Gentili","1992-04-27","Sommati","Ferrazzi-Gaiatto SPA","Strada Dulbecco, 54 Piano 9 25011, Calcinato (BS)","227,42","2022-11-11"
"Sig.ra Lauretta Gigli","1991-09-14","Pignataro Maggiore","Scotti SPA","Stretto Ciampi, 368 Piano 8 24020, Gromo (BG)","211,31","2022-11-06"
"Sig.ra Lauretta Gigli","1991-09-14","Pignataro Maggiore","Ioppi, Baggio e Trentin e figli","Vicolo Donatella, 710 Piano 4 25031, Capriolo (BS)","84,53","2022-10-27"
"Tullio Majorana","1991-12-04","Giralba","Anguillara s.r.l.","Piazza Puccio, 4 Appartamento 43 43050, Valmozzola Stazione (PR)","240,46","2022-11-04"
"Vittorio Gentili","1992-04-27","Sommati","Jacuzzi-Ariosto e figli","Viale Rodolfo, 40 Appartamento 29 87010, Frascineto (CS)","162,73","2022-10-23"
"Luciano Castiglione","1993-06-07","Baricella","Ariosto-Gori s.r.l.","Rotonda Chiara, 71 21010, Porto Valtravaglia (VA)","94,17","2022-10-13"
"Ugolino Schicchi-Traversa","1995-04-17","Carnello","Rinaldi, Virgilio e Panatta Group","Strada Leonetti, 68 90022, Caltavuturo (PA)","95,48","2022-10-13"
"Luciano Castiglione","1993-06-07","Baricella","Marazzi-Mondadori SPA","Vicolo Sollima, 6 Appartamento 11 20847, Albiate (MB)","230,64","2022-10-23"
"Ugolino Schicchi-Traversa","1995-04-17","Carnello","Doglioni-Scaramucci s.r.l.","Via Alberico, 46 50025, Montespertoli (FI)","227,30","2022-10-24"
"Mario Acerbi","1987-11-15","Cava D'Aliga","Varano, Satta e Sauro s.r.l.","Piazza Niccolò, 63 37121, Verona (VR)","239,86","2022-10-21"
"Mirko Malatesta","2000-02-10","Santorso","Napolitano, Udinesi e Panicucci Group","Viale Montanari, 0 Appartamento 88 60022, Acquaviva Villa Musone (AN)","184,49","2022-10-22"
"Mirko Malatesta","2000-02-10","Santorso","Salieri SPA","Via Bocca, 40 Piano 7 87010, Rota Greca (CS)","36,64","2022-10-24"
"Sig.ra Lauretta Gigli","1991-09-14","Pignataro Maggiore","Luria e figli","Incrocio Federico, 963 Appartamento 7 10045, Piossasco (TO)","20,14","2022-10-19"
"Tullio Majorana","1991-12-04","Giralba","Volta e figli","Piazza Gritti, 29 Appartamento 2 34071, Brazzano (GO)","190,71","2022-10-21"
"Mirko Malatesta","2000-02-10","Santorso","Napolitano, Udinesi e Panicucci Group","Viale Montanari, 0 Appartamento 88 60022, Acquaviva Villa Musone (AN)","165,88","2022-10-23"
"Vittorio Gentili","1992-04-27","Sommati","Tebaldi-Ughi e figli","Via Tamborini, 53 80047, Santa Maria La Scala (NA)","94,80","2022-10-14"
"Luciano Castiglione","1993-06-07","Baricella","Gangemi e figli","Via Alberico, 0 89049, Stilo (RC)","7,93","2022-10-28"
"Ugolino Schicchi-Traversa","1995-04-17","Carnello","Comencini, Boito e Modigliani SPA","Via Ernesto, 166 50019, Querceto (FI)","24,42","2022-10-30"
"Tullio Majorana","1991-12-04","Giralba","Volta e figli","Piazza Gritti, 29 Appartamento 2 34071, Brazzano (GO)","78,83","2022-10-31"
"Sig.ra Lauretta Gigli","1991-09-14","Pignataro Maggiore","Battaglia, Tamburini e Bersani s.r.l.","Canale Giannuzzi, 60 21061, Maccagno (VA)","222,45","2022-10-31"
"Mirko Malatesta","2000-02-10","Santorso","Barese, Boccioni e Bixio Group","Vicolo Comeriato, 3 Appartamento 4 41058, Vignola (MO)","182,80","2022-10-25"
"Mirko Malatesta","2000-02-10","Santorso","Guglielmi SPA","Vicolo Lina, 99 Appartamento 9 72014, Caranna (BR)","199,7","2022-10-26"
"Mirko Malatesta","2000-02-10","Santorso","Bonino-Nolcini e figli","Via Casaleggio, 15 Appartamento 97 44037, Jolanda Di Savoia (FE)","21,94","2022-10-26"
"Ugolino Schicchi-Traversa","1995-04-17","Carnello","Tosto, Piacentini e Trapani SPA","Via Sonia, 1 Piano 5 35017, Ronchi (PD)","79,79","2022-10-17"
"Luciano Castiglione","1993-06-07","Baricella","Gangemi e figli","Via Alberico, 0 89049, Stilo (RC)","82,16","2022-10-19"
"Ugolino Schicchi-Traversa","1995-04-17","Carnello","Scamarcio-Bernini s.r.l.","Strada Carlo, 77 05039, Stroncone (TR)","250,19","2022-11-09"
"Ugolino Schicchi-Traversa","1995-04-17","Carnello","Maderna-Riccardi Group","Strada Lidia, 4 46040, Gazoldo Degli Ippoliti (MN)","59,94","2022-10-16"
"Diana Maffei","1995-12-06","Peschici","Ramazzotti, Polani e Pozzecco e figli","Contrada Morena, 211 Appartamento 78 58014, Manciano (GR)","232,1","2022-10-17"
"Ugolino Schicchi-Traversa","1995-04-17","Carnello","Doglioni-Scaramucci s.r.l.","Via Alberico, 46 50025, Montespertoli (FI)","77,73","2022-11-03"
"Mario Acerbi","1987-11-15","Cava D'Aliga","Tornatore, Condoleo e Garzoni SPA","Contrada Tiziana, 242 Appartamento 3 01027, Zepponami (VT)","234,82","2022-10-20"
"Ugolino Schicchi-Traversa","1995-04-17","Carnello","Rinaldi, Virgilio e Panatta Group","Strada Leonetti, 68 90022, Caltavuturo (PA)","78,37","2022-10-29"
"Tullio Majorana","1991-12-04","Giralba","Marcacci, Toso e Crespi SPA","Rotonda Sobrero, 65 Piano 5 98026, Nizza Di Sicilia (ME)","173,78","2022-10-24"
"Sig.ra Lauretta Gigli","1991-09-14","Pignataro Maggiore","Falier SPA","Borgo Giuseppe, 71 24023, Clusone (BG)","159,3","2022-10-21"
"Sig.ra Lauretta Gigli","1991-09-14","Pignataro Maggiore","Falier SPA","Borgo Giuseppe, 71 24023, Clusone (BG)","168,96","2022-10-18"
"Sig.ra Lauretta Gigli","1991-09-14","Pignataro Maggiore","Mazzanti-Grasso Group","Canale Rosario, 94 Appartamento 73 36021, Ponte Di Barbarano (VI)","79,82","2022-10-19"
"Vittorio Gentili","1992-04-27","Sommati","Aloisio s.r.l.","Vicolo Camilleri, 82 Appartamento 6 23814, Maggio (LC)","3,53","2022-10-16"
"Ugolino Schicchi-Traversa","1995-04-17","Carnello","Scamarcio-Bernini s.r.l.","Strada Carlo, 77 05039, Stroncone (TR)","29,96","2022-11-04"
"Maria Marazzi","1992-06-18","Melle","Stefanelli-Tebaldi e figli","Vicolo Abate, 3 Appartamento 4 47832, San Clemente (RN)","153,28","2022-10-15"
"Mario Acerbi","1987-11-15","Cava D'Aliga","Bianchini-Zola e figli","Via Pareto, 258 92027, Licata (AG)","12,76","2022-11-05"
"Marta Coppola","1984-03-04","Albese Con Cassano","Botticelli-Ortolani s.r.l.","Stretto Annunziata, 7 89841, Pizzinni (VV)","245,29","2022-10-18"
"Luciano Castiglione","1993-06-07","Baricella","Fattori, Zarlino e Schiavo Group","Viale Bergoglio, 34 Appartamento 3 23016, Mantello (SO)","5,82","2022-11-04"
"Marta Coppola","1984-03-04","Albese Con Cassano","Sinisi s.r.l.","Strada Sagredo, 58 Appartamento 29 05039, Stroncone (TR)","186,41","2022-10-24"
"Tullio Majorana","1991-12-04","Giralba","Toninelli-Foconi Group","Strada Angelina, 79 Piano 1 17022, Borgio (SV)","76,19","2022-10-24"
"Maria Marazzi","1992-06-18","Melle","Stefanelli-Tebaldi e figli","Vicolo Abate, 3 Appartamento 4 47832, San Clemente (RN)","202,6","2022-11-02"
"Mario Acerbi","1987-11-15","Cava D'Aliga","Bianchini-Zola e figli","Via Pareto, 258 92027, Licata (AG)","4,51","2022-11-06"
"Tullio Majorana","1991-12-04","Giralba","Antonello, Telesio e Pavarotti e figli","Canale Fiorenzo, 718 Piano 2 83050, San Nicola Baronia (AV)","147,38","2022-11-05"
"Mario Acerbi","1987-11-15","Cava D'Aliga","Cerquiglini, Acerbi e Mazzocchi s.r.l.","Vicolo Emma, 6 45011, Baricetta (RO)","173,1","2022-11-05"
"Mario Acerbi","1987-11-15","Cava D'Aliga","Cicala SPA","Borgo Borzomì, 31 Piano 9 02023, Sant'Ippolito (RI)","137,12","2022-11-05"
"Marta Coppola","1984-03-04","Albese Con Cassano","Procacci-Mastandrea s.r.l.","Stretto Pometta, 383 63828, Campofilone (FM)","198,79","2022-11-09"
"Maria Marazzi","1992-06-18","Melle","Stefanelli-Tebaldi e figli","Vicolo Abate, 3 Appartamento 4 47832, San Clemente (RN)","81,85","2022-10-19"
"Mirko Malatesta","2000-02-10","Santorso","Roero-Ferrari s.r.l.","Strada Tomaselli, 6 Piano 5 31035, Ciano Del Montello (TV)","158,7","2022-11-06"
"Diana Maffei","1995-12-06","Peschici","Bondumier SPA","Rotonda Argenti, 7 Piano 8 13855, Valdengo (BI)","60,74","2022-10-15"
"Vittorio Gentili","1992-04-27","Sommati","Leoncavallo-Fagotto Group","Viale Maspero, 24 Appartamento 5 34136, Trieste (TS)","66,9","2022-10-27"
"Maria Marazzi","1992-06-18","Melle","Canetta-Morlacchi Group","Vicolo Ennio, 21 26834, Corte Palasio (LO)","243,60","2022-11-02"
"Ugolino Schicchi-Traversa","1995-04-17","Carnello","Rinaldi, Virgilio e Panatta Group","Strada Leonetti, 68 90022, Caltavuturo (PA)","178,13","2022-11-09"
"Marta Coppola","1984-03-04","Albese Con Cassano","Chiesa-Piccinni e figli","Borgo Gloria, 4 23871, Lomagna (LC)","48,77","2022-11-11"
"Maria Marazzi","1992-06-18","Melle","Delle, Cesarotti e Papetti s.r.l.","Via Fedele, 164 24049, Verdello (BG)","59,6","2022-10-19"
"Diana Maffei","1995-12-06","Peschici","Barsanti-Pace e figli","Viale Tamburello, 565 Piano 1 40137, Bologna (BO)","157,78","2022-10-27"
"Tullio Majorana","1991-12-04","Giralba","Marcacci, Toso e Crespi SPA","Rotonda Sobrero, 65 Piano 5 98026, Nizza Di Sicilia (ME)","140,51","2022-10-30"
"Ugolino Schicchi-Traversa","1995-04-17","Carnello","Doglioni-Scaramucci s.r.l.","Via Alberico, 46 50025, Montespertoli (FI)","69,43","2022-10-31"
"Maria Marazzi","1992-06-18","Melle","Delle, Cesarotti e Papetti s.r.l.","Via Fedele, 164 24049, Verdello (BG)","52,89","2022-10-20"
"Marta Coppola","1984-03-04","Albese Con Cassano","Passalacqua s.r.l.","Piazza Alfio, 40 Appartamento 5 80063, Piano Di Sorrento (NA)","196,22","2022-10-15"
"Marta Coppola","1984-03-04","Albese Con Cassano","Botticelli-Ortolani s.r.l.","Stretto Annunziata, 7 89841, Pizzinni (VV)","15,63","2022-10-16"
"Tullio Majorana","1991-12-04","Giralba","Volta e figli","Piazza Gritti, 29 Appartamento 2 34071, Brazzano (GO)","2,67","2022-10-29"
"Sig.ra Lauretta Gigli","1991-09-14","Pignataro Maggiore","Falier SPA","Borgo Giuseppe, 71 24023, Clusone (BG)","73,47","2022-10-30"
"Marta Coppola","1984-03-04","Albese Con Cassano","Cociarelli, Rosselli e Giannetti Group","Contrada Roberta, 26 Appartamento 4 06083, Bastia (PG)","50,63","2022-11-02"
"Vittorio Gentili","1992-04-27","Sommati","Tresoldi-Tebaldi e figli","Vicolo Gino, 13 Piano 7 84070, Salento (SA)","154,38","2022-10-30"
"Marta Coppola","1984-03-04","Albese Con Cassano","Botticelli-Ortolani s.r.l.","Stretto Annunziata, 7 89841, Pizzinni (VV)","58,32","2022-10-26"
"Mario Acerbi","1987-11-15","Cava D'Aliga","Greggio-Mascagni Group","Rotonda Mauro, 14 Appartamento 64 84052, Ceraso (SA)","8,35","2022-10-23"
"Mario Acerbi","1987-11-15","Cava D'Aliga","Greggio-Mascagni Group","Rotonda Mauro, 14 Appartamento 64 84052, Ceraso (SA)","174,65","2022-10-15"
"Diana Maffei","1995-12-06","Peschici","Sagese, Canali e Favata Group","Via Balotelli, 42 Appartamento 8 20017, Lucernate (MI)","107,78","2022-11-07"
"Ugolino Schicchi-Traversa","1995-04-17","Carnello","Serlupi-Colletti e figli","Piazza Giampiero, 26 Piano 1 26025, Pandino (CR)","214,30","2022-11-10"
"Mirko Malatesta","2000-02-10","Santorso","Fantozzi SPA","Piazza Guarino, 7 Appartamento 43 06134, Perugia (PG)","140,26","2022-10-23"
"Diana Maffei","1995-12-06","Peschici","Bondumier SPA","Rotonda Argenti, 7 Piano 8 13855, Valdengo (BI)","218,69","2022-10-21"
"Tullio Majorana","1991-12-04","Giralba","Anguillara s.r.l.","Piazza Puccio, 4 Appartamento 43 43050, Valmozzola Stazione (PR)","65,10","2022-11-04"
"Mario Acerbi","1987-11-15","Cava D'Aliga","Cerquiglini, Acerbi e Mazzocchi s.r.l.","Vicolo Emma, 6 45011, Baricetta (RO)","68,77","2022-10-22"
"Sig.ra Lauretta Gigli","1991-09-14","Pignataro Maggiore","Zamengo e figli","Via Scarfoglio, 145 09030, Pabillonis (SU)","54,96","2022-10-18"
"Maria Marazzi","1992-06-18","Melle","Canetta-Morlacchi Group","Vicolo Ennio, 21 26834, Corte Palasio (LO)","218,6","2022-10-20"
"Mario Acerbi","1987-11-15","Cava D'Aliga","Cicala SPA","Borgo Borzomì, 31 Piano 9 02023, Sant'Ippolito (RI)","216,100","2022-10-26"
"Luciano Castiglione","1993-06-07","Baricella","Fattori, Zarlino e Schiavo Group","Viale Bergoglio, 34 Appartamento 3 23016, Mantello (SO)","110,77","2022-10-13"
"Maria Marazzi","1992-06-18","Melle","Paolucci e figli","Via Alessandro, 10 Appartamento 9 02048, Stimigliano Stazione (RI)","130,11","2022-10-28"
"Sig.ra Lauretta Gigli","1991-09-14","Pignataro Maggiore","Scotti SPA","Stretto Ciampi, 368 Piano 8 24020, Gromo (BG)","52,55","2022-10-20"
"Marta Coppola","1984-03-04","Albese Con Cassano","Cociarelli, Rosselli e Giannetti Group","Contrada Roberta, 26 Appartamento 4 06083, Bastia (PG)","229,58","2022-11-01"
"Marta Coppola","1984-03-04","Albese Con Cassano","Procacci-Mastandrea s.r.l.","Stretto Pometta, 383 63828, Campofilone (FM)","63,1","2022-10-30"
"Tullio Majorana","1991-12-04","Giralba","Toninelli-Foconi Group","Strada Angelina, 79 Piano 1 17022, Borgio (SV)","173,12","2022-11-06"
"Ugolino Schicchi-Traversa","1995-04-17","Carnello","Belletini-Gregorio SPA","Incrocio Ginese, 68 89064, Saline Ioniche (RC)","28,93","2022-10-29"
"Tullio Majorana","1991-12-04","Giralba","Raurica, Pistoletto e Gangemi Group","Canale Gilberto, 39 33046, Pulfero (UD)","115,19","2022-10-13"
"Tullio Majorana","1991-12-04","Giralba","Pigafetta e figli","Canale Visintini, 610 Appartamento 94 00025, Gerano (RM)","136,94","2022-11-02"
"Sig.ra Lauretta Gigli","1991-09-14","Pignataro Maggiore","Battaglia, Tamburini e Bersani s.r.l.","Canale Giannuzzi, 60 21061, Maccagno (VA)","184,54","2022-11-10"
"Mario Acerbi","1987-11-15","Cava D'Aliga","Tornatore, Condoleo e Garzoni SPA","Contrada Tiziana, 242 Appartamento 3 01027, Zepponami (VT)","7,85","2022-10-13"
"Tullio Majorana","1991-12-04","Giralba","Anguillara s.r.l.","Piazza Puccio, 4 Appartamento 43 43050, Valmozzola Stazione (PR)","243,68","2022-10-21"
"Sig.ra Lauretta Gigli","1991-09-14","Pignataro Maggiore","Pacomio-Sinisi Group","Viale Grassi, 53 Piano 9 19033, Molicciara (SP)","135,25","2022-11-03"
"Mario Acerbi","1987-11-15","Cava D'Aliga","Bianchini-Zola e figli","Via Pareto, 258 92027, Licata (AG)","19,1","2022-10-25"
"Mirko Malatesta","2000-02-10","Santorso","Barese, Boccioni e Bixio Group","Vicolo Comeriato, 3 Appartamento 4 41058, Vignola (MO)","147,49","2022-10-30"
"Diana Maffei","1995-12-06","Peschici","Finotto, Ajello e Cerutti s.r.l.","Borgo Azeglio, 31 26817, San Martino In Strada (LO)","242,40","2022-11-08"
"Mario Acerbi","1987-11-15","Cava D'Aliga","Varano, Satta e Sauro s.r.l.","Piazza Niccolò, 63 37121, Verona (VR)","85,74","2022-11-08"
"Luciano Castiglione","1993-06-07","Baricella","Gangemi e figli","Via Alberico, 0 89049, Stilo (RC)","99,63","2022-10-27"
"Luciano Castiglione","1993-06-07","Baricella","Malaparte s.r.l.","Stretto Carla, 20 Piano 7 63900, San Marco (FM)","63,26","2022-10-25"
"Sig.ra Lauretta Gigli","1991-09-14","Pignataro Maggiore","Ruggieri-Mannoia s.r.l.","Piazza Ariosto, 71 Piano 7 15051, Castellania (AL)","247,6","2022-11-09"
"Diana Maffei","1995-12-06","Peschici","Barsanti-Pace e figli","Viale Tamburello, 565 Piano 1 40137, Bologna (BO)","98,65","2022-11-11"
"Vittorio Gentili","1992-04-27","Sommati","Barzini, Pergolesi e Franzese s.r.l.","Rotonda Solimena, 438 31055, Quinto Di Treviso (TV)","173,86","2022-11-07"
"Sig.ra Lauretta Gigli","1991-09-14","Pignataro Maggiore","Falier SPA","Borgo Giuseppe, 71 24023, Clusone (BG)","243,15","2022-10-27"
"Ugolino Schicchi-Traversa","1995-04-17","Carnello","Tosto, Piacentini e Trapani SPA","Via Sonia, 1 Piano 5 35017, Ronchi (PD)","212,35","2022-10-14"
"Maria Marazzi","1992-06-18","Melle","Parmitano Group","Rotonda Surian, 57 Appartamento 69 22025, Lezzeno (CO)","6,41","2022-10-19"
"Ugolino Schicchi-Traversa","1995-04-17","Carnello","Scamarcio-Bernini s.r.l.","Strada Carlo, 77 05039, Stroncone (TR)","186,13","2022-11-04"
"Diana Maffei","1995-12-06","Peschici","Vercelloni, Fioravanti e Navone Group","Rotonda Tiziana, 93 Piano 9 03010, Madonna Delle Grazie (FR)","166,5","2022-10-13"
"Maria Marazzi","1992-06-18","Melle","Paolucci e figli","Via Alessandro, 10 Appartamento 9 02048, Stimigliano Stazione (RI)","231,56","2022-10-18"
"Tullio Majorana","1991-12-04","Giralba","Pigafetta e figli","Canale Visintini, 610 Appartamento 94 00025, Gerano (RM)","148,28","2022-10-16"
"Diana Maffei","1995-12-06","Peschici","Alboni-Boccioni SPA","Stretto Rapisardi, 18 12089, Villanova Mondovi' (CN)","229,46","2022-10-31"
"Mario Acerbi","1987-11-15","Cava D'Aliga","Greggio-Mascagni Group","Rotonda Mauro, 14 Appartamento 64 84052, Ceraso (SA)","148,42","2022-10-14"
"Ugolino Schicchi-Traversa","1995-04-17","Carnello","Scamarcio-Bernini s.r.l.","Strada Carlo, 77 05039, Stroncone (TR)","118,34","2022-10-16"
"Luciano Castiglione","1993-06-07","Baricella","Fattori, Zarlino e Schiavo Group","Viale Bergoglio, 34 Appartamento 3 23016, Mantello (SO)","65,70","2022-10-25"
"Sig.ra Lauretta Gigli","1991-09-14","Pignataro Maggiore","Zamengo e figli","Via Scarfoglio, 145 09030, Pabillonis (SU)","75,3","2022-11-04"
"Marta Coppola","1984-03-04","Albese Con Cassano","Cociarelli, Rosselli e Giannetti Group","Contrada Roberta, 26 Appartamento 4 06083, Bastia (PG)","128,9","2022-10-28"
"Vittorio Gentili","1992-04-27","Sommati","Odescalchi Group","Borgo Gianmarco, 539 16049, Amborzasco (GE)","116,5","2022-10-18"
"Mirko Malatesta","2000-02-10","Santorso","Bonino-Nolcini e figli","Via Casaleggio, 15 Appartamento 97 44037, Jolanda Di Savoia (FE)","43,44","2022-10-19"
"Marta Coppola","1984-03-04","Albese Con Cassano","Botticelli-Ortolani s.r.l.","Stretto Annunziata, 7 89841, Pizzinni (VV)","19,8","2022-10-29"
"Tullio Majorana","1991-12-04","Giralba","Antonello, Telesio e Pavarotti e figli","Canale Fiorenzo, 718 Piano 2 83050, San Nicola Baronia (AV)","113,98","2022-11-06"
"Vittorio Gentili","1992-04-27","Sommati","Leoncavallo-Fagotto Group","Viale Maspero, 24 Appartamento 5 34136, Trieste (TS)","28,91","2022-10-23"
"Mario Acerbi","1987-11-15","Cava D'Aliga","Varano, Satta e Sauro s.r.l.","Piazza Niccolò, 63 37121, Verona (VR)","160,69","2022-11-09"
"Marta Coppola","1984-03-04","Albese Con Cassano","Porcellato, Monaco e Udinese Group","Via Amadeo, 718 Piano 3 55018, Segromigno In Monte (LU)","39,24","2022-11-02"
"Diana Maffei","1995-12-06","Peschici","Bataglia SPA","Vicolo Zacco, 15 Piano 1 88824, Belvedere Di Spinello (KR)","78,2","2022-10-16"
"Sig.ra Lauretta Gigli","1991-09-14","Pignataro Maggiore","Luria e figli","Incrocio Federico, 963 Appartamento 7 10045, Piossasco (TO)","236,45","2022-11-11"
"Maria Marazzi","1992-06-18","Melle","Canetta-Morlacchi Group","Vicolo Ennio, 21 26834, Corte Palasio (LO)","18,17","2022-11-05"
"Diana Maffei","1995-12-06","Peschici","Vercelloni, Fioravanti e Navone Group","Rotonda Tiziana, 93 Piano 9 03010, Madonna Delle Grazie (FR)","101,91","2022-11-07"
"Diana Maffei","1995-12-06","Peschici","Vercelloni, Fioravanti e Navone Group","Rotonda Tiziana, 93 Piano 9 03010, Madonna Delle Grazie (FR)","26,63","2022-10-15"
"Ugolino Schicchi-Traversa","1995-04-17","Carnello","Comencini, Boito e Modigliani SPA","Via Ernesto, 166 50019, Querceto (FI)","107,27","2022-10-15"
"Luciano Castiglione","1993-06-07","Baricella","Ariosto-Gori s.r.l.","Rotonda Chiara, 71 21010, Porto Valtravaglia (VA)","204,83","2022-10-25"
"Diana Maffei","1995-12-06","Peschici","Finotto, Ajello e Cerutti s.r.l.","Borgo Azeglio, 31 26817, San Martino In Strada (LO)","52,3","2022-10-21"
"Ugolino Schicchi-Traversa","1995-04-17","Carnello","Doglioni-Scaramucci s.r.l.","Via Alberico, 46 50025, Montespertoli (FI)","10,36","2022-10-31"
"Maria Marazzi","1992-06-18","Melle","Stefanelli-Tebaldi e figli","Vicolo Abate, 3 Appartamento 4 47832, San Clemente (RN)","239,48","2022-11-08"
"Ugolino Schicchi-Traversa","1995-04-17","Carnello","Rinaldi, Virgilio e Panatta Group","Strada Leonetti, 68 90022, Caltavuturo (PA)","142,1","2022-10-23"
"Mario Acerbi","1987-11-15","Cava D'Aliga","Greggio-Mascagni Group","Rotonda Mauro, 14 Appartamento 64 84052, Ceraso (SA)","55,54","2022-11-03"
"Mirko Malatesta","2000-02-10","Santorso","Filippini, Vidoni e Vigliotti s.r.l.","Via Respighi, 70 12084, Rifreddo Mondovi' (CN)","182,63","2022-10-17"
"Maria Marazzi","1992-06-18","Melle","Delle, Cesarotti e Papetti s.r.l.","Via Fedele, 164 24049, Verdello (BG)","89,78","2022-10-25"
"Maria Marazzi","1992-06-18","Melle","Palazzo Group","Viale Iannucci, 926 32020, Avoscan (BL)","198,65","2022-11-10"
"Ugolino Schicchi-Traversa","1995-04-17","Carnello","Scamarcio-Bernini s.r.l.","Strada Carlo, 77 05039, Stroncone (TR)","221,52","2022-10-24"
"Mirko Malatesta","2000-02-10","Santorso","Salieri SPA","Via Bocca, 40 Piano 7 87010, Rota Greca (CS)","22,10","2022-10-25"
"Tullio Majorana","1991-12-04","Giralba","Pigafetta e figli","Canale Visintini, 610 Appartamento 94 00025, Gerano (RM)","247,62","2022-10-16"
"Maria Marazzi","1992-06-18","Melle","Pisani s.r.l.","Piazza Cianciolo, 7 Piano 7 81053, Riardo (CE)","111,55","2022-11-04"
"Vittorio Gentili","1992-04-27","Sommati","Tresoldi-Tebaldi e figli","Vicolo Gino, 13 Piano 7 84070, Salento (SA)","76,36","2022-10-23"
"Tullio Majorana","1991-12-04","Giralba","Rossini e figli","Rotonda Daria, 5 Piano 7 28014, Maggiora (NO)","1,30","2022-10-15"
"Vittorio Gentili","1992-04-27","Sommati","Ferrazzi-Gaiatto SPA","Strada Dulbecco, 54 Piano 9 25011, Calcinato (BS)","34,99","2022-10-28"
"Vittorio Gentili","1992-04-27","Sommati","Odescalchi Group","Borgo Gianmarco, 539 16049, Amborzasco (GE)","202,35","2022-10-29"
"Mirko Malatesta","2000-02-10","Santorso","Fantozzi SPA","Piazza Guarino, 7 Appartamento 43 06134, Perugia (PG)","191,87","2022-11-09"
"Vittorio Gentili","1992-04-27","Sommati","Tebaldi-Ughi e figli","Via Tamborini, 53 80047, Santa Maria La Scala (NA)","119,95","2022-10-27"
"Sig.ra Lauretta Gigli","1991-09-14","Pignataro Maggiore","Pacomio-Sinisi Group","Viale Grassi, 53 Piano 9 19033, Molicciara (SP)","163,56","2022-10-22"
"Mario Acerbi","1987-11-15","Cava D'Aliga","Puccini-Morabito SPA","Vicolo Boccioni, 27 Appartamento 5 63087, Comunanza (AP)","30,33","2022-10-25"
"Vittorio Gentili","1992-04-27","Sommati","Leoncavallo-Fagotto Group","Viale Maspero, 24 Appartamento 5 34136, Trieste (TS)","189,53","2022-10-28"
"Maria Marazzi","1992-06-18","Melle","Roero Group","Strada Goldoni, 913 Piano 0 84039, San Marco Di Teggiano (SA)","135,49","2022-10-15"
"Vittorio Gentili","1992-04-27","Sommati","Jacuzzi-Ariosto e figli","Viale Rodolfo, 40 Appartamento 29 87010, Frascineto (CS)","171,99","2022-10-14"
"Sig.ra Lauretta Gigli","1991-09-14","Pignataro Maggiore","Ruggieri-Mannoia s.r.l.","Piazza Ariosto, 71 Piano 7 15051, Castellania (AL)","169,15","2022-10-15"
"Mirko Malatesta","2000-02-10","Santorso","Guglielmi SPA","Vicolo Lina, 99 Appartamento 9 72014, Caranna (BR)","203,25","2022-11-10"
"Sig.ra Lauretta Gigli","1991-09-14","Pignataro Maggiore","Luria e figli","Incrocio Federico, 963 Appartamento 7 10045, Piossasco (TO)","248,57","2022-10-13"
"Marta Coppola","1984-03-04","Albese Con Cassano","Cociarelli, Rosselli e Giannetti Group","Contrada Roberta, 26 Appartamento 4 06083, Bastia (PG)","158,62","2022-10-31"
"Mario Acerbi","1987-11-15","Cava D'Aliga","Panicucci-Abbagnale e figli","Incrocio Arsenio, 6 Piano 8 30171, Mestre (VE)","54,33","2022-10-24"
"Marta Coppola","1984-03-04","Albese Con Cassano","Murialdo, Spinelli e Loredan Group","Rotonda Simone, 5 63835, Montappone (FM)","178,49","2022-10-21"
